1-0-3-7-5-8	万
1-8-4-6-4-8	了解
1-8-4-6-4-9	二十
1-8-4-6-5-0	二哥
1-8-4-6-5-1	二手
1-8-4-6-5-2	乡品
1-8-4-6-5-3	人了
1-8-4-6-5-4	人多
1-8-4-6-5-5	人家
1-8-4-6-5-6	什么
1-8-4-6-5-7	什么鬼
1-8-4-6-5-8	介绍
1-8-4-6-5-9	从来
1-8-4-6-6-0	优酷
1-8-4-6-6-1	会员
1-8-4-6-6-2	会长
1-8-4-6-6-3	你不
1-8-4-6-6-4	你他好你他妈
1-8-4-6-6-5	你们
1-8-4-6-6-6	你去
1-8-4-6-6-7	你和
1-8-4-6-6-8	你可你哥
1-8-4-6-6-9	你在干嘛
1-8-4-6-7-0	你好
1-8-4-6-7-1	你妹
1-8-4-6-7-2	你干嘛
1-8-4-6-7-3	你必须
1-8-4-6-7-4	你怎么
1-8-4-6-7-5	你想了
1-8-4-6-7-6	你才
1-8-4-6-7-7	你是
1-8-4-6-7-8	你现在
1-8-4-6-7-9	你真
1-8-4-6-8-0	你知道
1-8-4-6-8-1	你要
1-8-4-6-8-2	你说的
1-8-4-6-8-3	你还
1-8-4-6-8-4	你那
1-8-4-6-8-5	信息
1-8-4-6-8-6	做饭
1-8-4-6-8-7	偷塔
1-8-4-6-8-8	你傻瓜
1-8-4-6-8-9	先生
1-8-4-6-9-0	免费
1-8-4-6-9-1	八月
1-8-4-6-9-2	公司
1-8-4-6-9-3	公园
1-8-4-6-9-4	公月公里
1-8-4-6-9-5	关系
1-8-4-6-9-6	其实
1-8-4-6-9-7	再去
1-8-4-6-9-8	几天
1-8-4-6-9-9	几次
1-8-4-7-0-0	几百
1-8-4-7-0-1	出来了
1-8-4-7-0-2	刚看到
1-8-4-7-0-3	别
1-8-4-7-0-4	别闭别闹
1-8-4-7-0-5	前面
1-8-4-7-0-6	办公
1-8-4-7-0-7	包包
1-8-4-7-0-8	医院
1-8-4-7-0-9	毕为
1-8-4-7-1-0	单号
1-8-4-7-1-1	单子
1-8-4-7-1-2	卡通
1-8-4-7-1-3	厂里
1-8-4-7-1-4	历史
1-8-4-7-1-5	厨房
1-8-4-7-1-6	去哪里
1-8-4-7-1-7	去年
1-8-4-7-1-8	去的
1-8-4-7-1-9	去过
1-8-4-7-2-0	参加
1-8-4-7-2-1	又要又要
1-8-4-7-2-2	发展
1-8-4-7-2-3	发烧
1-8-4-7-2-4	发现
1-8-4-7-2-5	发的
1-8-4-7-2-6	发给你
1-8-4-7-2-7	叫你
1-8-4-7-2-8	可以的
1-8-4-7-2-9	吃点
1-8-4-7-3-0	合作
1-8-4-7-3-1	合适
1-8-4-7-3-2	同乐
1-8-4-7-3-3	同步
1-8-4-7-3-4	后期
1-8-4-7-3-5	后羿
1-8-4-7-3-6	后面
1-8-4-7-3-7	吓人
1-8-4-7-3-8	周三
1-8-4-7-3-9	周末
1-8-4-7-4-0	咋样
1-8-4-7-4-1	哈哈
1-8-4-7-4-2	哈喽
1-8-4-7-4-3	哪天
1-8-4-7-4-4	啊啊啊
1-8-4-7-4-5	啥意思
1-8-4-7-4-6	啥的
1-8-4-7-4-7	啦啦啦
1-8-4-7-4-8	啧啧
1-8-4-7-4-9	啧啧啧
1-8-4-7-5-0	喝酒
1-8-4-7-5-1	嗯哪
1-8-4-7-5-2	嗯哼
1-8-4-7-5-3	回去
1-8-4-7-5-4	回头
1-8-4-7-5-5	回我
1-8-4-7-5-6	在么
1-8-4-7-5-7	在吃
1-8-4-7-5-8	在啊
1-8-4-7-5-9	在干嘛
1-8-4-7-6-0	在的
1-8-4-7-6-1	基本
1-8-4-7-6-2	备注
1-8-4-7-6-3	复复印件
1-8-4-7-6-4	多久
1-8-4-7-6-5	多好
1-8-4-7-6-6	多少钱
1-8-4-7-6-7	夜班夜班
1-8-4-7-6-8	大叔
1-8-4-7-6-9	大姐
1-8-4-7-7-0	大家
1-8-4-7-7-1	天下太平
1-8-4-7-7-2	王使
1-8-4-7-7-3	太远
1-8-4-7-7-4	头像
1-8-4-7-7-5	女人
1-8-4-7-7-6	女装
1-8-4-7-7-7	他说
1-8-4-7-7-8	好不好
1-8-4-7-7-9	好吃
1-8-4-7-8-0	好大
1-8-4-7-8-1	好的吧
1-8-4-7-8-2	好呀
1-8-4-7-8-3	妹子
1-8-4-7-8-4	姐姐
1-8-4-7-8-5	姑娘
1-8-4-7-8-6	婆婆
1-8-4-7-8-7	嫌弃
1-8-4-7-8-8	完了
1-8-4-7-8-9	宝宝
1-8-4-7-9-0	宝子
1-8-4-7-9-1	审栏
1-8-4-7-9-2	家人
1-8-4-7-9-3	家长
1-8-4-7-9-4	对你
1-8-4-7-9-5	对呀
1-8-4-7-9-6	对啊
1-8-4-7-9-7	导
1-8-4-7-9-8	小伙子
1-8-4-7-9-9	小学
1-8-4-8-0-0	小宝
1-8-4-8-0-1	小时候
1-8-4-8-0-2	小皮球
1-8-4-8-0-3	小米
1-8-4-8-0-4	就我
1-8-4-8-0-5	就要
1-8-4-8-0-6	就这就这样
1-8-4-8-0-7	尺寸
1-8-4-8-0-8	尼拟尼玛
1-8-4-8-0-9	屏蔽
1-8-4-8-1-0	工地
1-8-4-8-1-1	工资
1-8-4-8-1-2	希望
1-8-4-8-1-3	带着
1-8-4-8-1-4	干嘛
1-8-4-8-1-5	平台
1-8-4-8-1-6	彝
1-8-4-8-1-7	幼儿国幼儿园
1-8-4-8-1-8	广东
1-8-4-8-1-9	床上
1-8-4-8-2-0	店里
1-8-4-8-2-1	店长
1-8-4-8-2-2	开门
1-8-4-8-2-3	待会
1-8-4-8-2-4	很忙
1-8-4-8-2-5	很难
1-8-4-8-2-6	得了
1-8-4-8-2-7	心应心疼
1-8-4-8-2-8	必必须
1-8-4-8-2-9	忘记
1-8-4-8-3-0	快乐
1-8-4-8-3-1	快了
1-8-4-8-3-2	快到
1-8-4-8-3-3	快手
1-8-4-8-3-4	怀孕
1-8-4-8-3-5	怎么
1-8-4-8-3-6	怎么啦
1-8-4-8-3-7	怎么样
1-8-4-8-3-8	恐怖
1-8-4-8-3-9	恭恭喜
1-8-4-8-4-0	感动
1-8-4-8-4-1	感情
1-8-4-8-4-2	成感谢
1-8-4-8-4-3	成都
1-8-4-8-4-4	我是你我也觉得
1-8-4-8-4-5	我会
1-8-4-8-4-6	我刚
1-8-4-8-4-7	我刚刚
1-8-4-8-4-8	我叫
1-8-4-8-4-9	我哥
1-8-4-8-5-0	我就
1-8-4-8-5-1	我弟
1-8-4-8-5-2	我我我日
1-8-4-8-5-3	我是
1-8-4-8-5-4	我有
1-8-4-8-5-5	我现在
1-8-4-8-5-6	我的
1-8-4-8-5-7	我给
1-8-4-8-5-8	我说了
1-8-4-8-5-9	战绩
1-8-4-8-6-0	所以
1-8-4-8-6-1	所有
1-8-4-8-6-2	手工
1-8-4-8-6-3	手术
1-8-4-8-6-4	手表
1-8-4-8-6-5	打不开
1-8-4-8-6-6	打你
1-8-4-8-6-7	打卡
1-8-4-8-6-8	打字
1-8-4-8-6-9	打牌
1-8-4-8-7-0	找你
1-8-4-8-7-1	找我
1-8-4-8-7-2	投了
1-8-4-8-7-3	投诉投诉
1-8-4-8-7-4	报价
1-8-4-8-7-5	抱歉
1-8-4-8-7-6	换了
1-8-4-8-7-7	排排位
1-8-4-8-7-8	排台排名
1-8-4-8-7-9	控制
1-8-4-8-8-0	推塔
1-8-4-8-8-1	搞笑
1-8-4-8-8-2	拱摸
1-8-4-8-8-3	支付宝
1-8-4-8-8-4	收到了
1-8-4-8-8-5	效果
1-8-4-8-8-6	教练
1-8-4-8-8-7	教育
1-8-4-8-8-8	整理
1-8-4-8-8-9	六件
1-8-4-8-9-0	产新年
1-8-4-8-9-1	旖案
1-8-4-8-9-2	无限
1-8-4-8-9-3	早上
1-8-4-8-9-4	早就
1-8-4-8-9-5	早点
1-8-4-8-9-6	早饭
1-8-4-8-9-7	时间日
1-8-4-8-9-8	明星
1-8-4-8-9-9	明白
1-8-4-9-0-0	是不
1-8-4-9-0-1	是个
1-8-4-9-0-2	是什么
1-8-4-9-0-3	是你
1-8-4-9-0-4	是吗
1-8-4-9-0-5	是我
1-8-4-9-0-6	是的
1-8-4-9-0-7	少晓得
1-8-4-9-0-8	晚点
1-8-4-9-0-9	晚饭
1-8-4-9-1-0	更加
1-8-4-9-1-1	最多
1-8-4-9-1-2	有你
1-8-4-9-1-3	有空
1-8-4-9-1-4	有限
1-8-4-9-1-5	李白
1-8-4-9-1-6	材料
1-8-4-9-1-7	来吧
1-8-4-9-1-8	来说
1-8-4-9-1-9	柜子
1-8-4-9-2-0	柠檬
1-8-4-9-2-1	标准
1-8-4-9-2-2	桃子
1-8-4-9-2-3	检查
1-8-4-9-2-4	楼下
1-8-4-9-2-5	欢系
1-8-4-9-2-6	欺负
1-8-4-9-2-7	江西石西
1-8-4-9-2-8	没意思
1-8-4-9-2-9	没收到
1-8-4-9-3-0	没有呢
1-8-4-9-3-1	没空
1-8-4-9-3-2	注意
1-8-4-9-3-3	泳衣
1-8-4-9-3-4	洗漱
1-8-4-9-3-5	流量
1-8-4-9-3-6	消费
1-8-4-9-3-7	满满
1-8-4-9-3-8	潇洒
1-8-4-9-3-9	点赞
1-8-4-9-4-0	热死了
1-8-4-9-4-1	然而
1-8-4-9-4-2	照顾照顾
1-8-4-9-4-3	父亲
1-8-4-9-4-4	爷爷
1-8-4-9-4-5	爸好
1-8-4-9-4-6	版本
1-8-4-9-4-7	牛逼
1-8-4-9-4-8	特别
1-8-4-9-4-9	狗粮
1-8-4-9-5-0	猪猪
1-8-4-9-5-1	猴子
1-8-4-9-5-2	王昭君
1-8-4-9-5-3	王鸥
1-8-4-9-5-4	玩意
1-8-4-9-5-5	现在的
1-8-4-9-5-6	现实
1-8-4-9-5-7	经班级
1-8-4-9-5-8	用户
1-8-4-9-5-9	申通
1-8-4-9-6-0	电子
1-8-4-9-6-1	男人
1-8-4-9-6-2	男孩
1-8-4-9-6-3	度
1-8-4-9-6-4	百庆云
1-8-4-9-6-5	的人
1-8-4-9-6-6	盒子
1-8-4-9-6-7	看了
1-8-4-9-6-8	看我
1-8-4-9-6-9	看的
1-8-4-9-7-0	真心
1-8-4-9-7-1	真是
1-8-4-9-7-2	真的吗
1-8-4-9-7-3	着急
1-8-4-9-7-4	睡不着
1-8-4-9-7-5	睡了
1-8-4-9-7-6	短袖
1-8-4-9-7-7	社区
1-8-4-9-7-8	福建
1-8-4-9-7-9	种子
1-8-4-9-8-0	租界
1-8-4-9-8-1	空气
1-8-4-9-8-2	宝然
1-8-4-9-8-3	笑活
1-8-4-9-8-4	第个
1-8-4-9-8-5	等你
1-8-4-9-8-6	签到
1-8-4-9-8-7	粽子
1-8-4-9-8-8	终于
1-8-4-9-8-9	绿色
1-8-4-9-9-0	缘秀
1-8-4-9-9-1	美国
1-8-4-9-9-2	美女
1-8-4-9-9-3	群主
1-8-4-9-9-4	老人
1-8-4-9-9-5	老好
1-8-4-9-9-6	老婆
1-8-4-9-9-7	老子
1-8-4-9-9-8	老家
1-8-4-9-9-9	老弟老弟
1-8-5-0-0-0	老王
1-8-5-0-0-1	聚会
1-8-5-0-0-2	聚餐
1-8-5-0-0-3	聪明
1-8-5-0-0-4	背心
1-8-5-0-0-5	脑子
1-8-5-0-0-6	脾气
1-8-5-0-0-7	自由
1-8-5-0-0-8	至于
1-8-5-0-0-9	节奏
1-8-5-0-1-0	花丸花枝丸
1-8-5-0-1-1	花生
1-8-5-0-1-2	葫芦
1-8-5-0-1-3	蓝色
1-8-5-0-1-4	蕾丝
1-8-5-0-1-5	虎委不含子
1-8-5-0-1-6	蚊子
1-8-5-0-1-7	行不行
1-8-5-0-1-8	行吗
1-8-5-0-1-9	表示
1-8-5-0-2-0	被子
1-8-5-0-2-1	装修装修
1-8-5-0-2-2	要不
1-8-5-0-2-3	要是
1-8-5-0-2-4	要死
1-8-5-0-2-5	只到
1-8-5-0-2-6	见面
1-8-5-0-2-7	解决解决
1-8-5-0-2-8	认真
1-8-5-0-2-9	让他
1-8-5-0-3-0	让我
1-8-5-0-3-1	设计
1-8-5-0-3-2	评论
1-8-5-0-3-3	话费
1-8-5-0-3-4	该股
1-8-5-0-3-5	活文
1-8-5-0-3-6	语音
1-8-5-0-3-7	弹课程
1-8-5-0-3-8	说恋爱
1-8-5-0-3-9	谢了
1-8-5-0-4-0	谢谢
1-8-5-0-4-1	代货款
1-8-5-0-4-2	贷款
1-8-5-0-4-3	费用
1-8-5-0-4-4	赵云
1-8-5-0-4-5	起来
1-8-5-0-4-6	起来了
1-8-5-0-4-7	跟他
1-8-5-0-4-8	跳跳舞
1-8-5-0-4-9	车上
1-8-5-0-5-0	车
1-8-5-0-5-1	还还不是
1-8-5-0-5-2	还差
1-8-5-0-5-3	还是
1-8-5-0-5-4	这个月
1-8-5-0-5-5	这会
1-8-5-0-5-6	这种
1-8-5-0-5-7	这里
1-8-5-0-5-8	进不去
1-8-5-0-5-9	送的
1-8-5-0-6-0	选样
1-8-5-0-6-1	速度
1-8-5-0-6-2	遇到
1-8-5-0-6-3	禺遇
1-8-5-0-6-4	那个
1-8-5-0-6-5	那就好
1-8-5-0-6-6	再侯
1-8-5-0-6-7	那是
1-8-5-0-6-8	那边
1-8-5-0-6-9	邮费
1-8-5-0-7-0	都不
1-8-5-0-7-1	都是
1-8-5-0-7-2	都有
1-8-5-0-7-3	都要
1-8-5-0-7-4	酒店
1-8-5-0-7-5	酷狗
1-8-5-0-7-6	钻石
1-8-5-0-7-7	链接
1-8-5-0-7-8	销售
1-8-5-0-7-9	可
1-8-5-0-8-0	闺女
1-8-5-0-8-1	闺蜜
1-8-5-0-8-2	需要
1-8-5-0-8-3	青岛
1-8-5-0-8-4	非常
1-8-5-0-8-5	简条
1-8-5-0-8-6	面试
1-8-5-0-8-7	韩韩
1-8-5-0-8-8	额额
1-8-5-0-8-9	饺饺子
1-8-5-0-9-0	馒头
1-8-5-0-9-1	香蕉
1-8-5-0-9-2	验证
1-8-5-0-9-3	鬼
1-8-5-0-9-4	庄麻辣辣烫
1-8-5-0-9-5	下午
1-8-5-0-9-6	个人
1-8-5-0-9-7	共
1-8-5-0-9-8	声
1-8-5-0-9-9	定
1-8-5-1-0-0	家
1-8-5-1-0-1	一点
1-8-5-1-0-2	群
1-8-5-1-0-3	七
1-8-5-1-0-4	七点
1-8-5-1-0-5	三个
1-8-5-1-0-6	三个月
1-8-5-1-0-7	三点
1-8-5-1-0-8	上了
1-8-5-1-0-9	上学
1-8-5-1-1-0	上来
1-8-5-1-1-1	上火
1-8-5-1-1-2	下了
1-8-5-1-1-3	下回
1-8-5-1-1-4	下课
1-8-5-1-1-5	下载
1-8-5-1-1-6	不上
1-8-5-1-1-7	不信
1-8-5-1-1-8	不动
1-8-5-1-1-9	不可以
1-8-5-1-2-0	不在
1-8-5-1-2-1	不客气
1-8-5-1-2-2	槿
1-8-5-1-2-3	不打
1-8-5-1-2-4	不接
1-8-5-1-2-5	不收
1-8-5-1-2-6	不止
1-8-5-1-2-7	不能
1-8-5-1-2-8	不错
1-8-5-1-2-9	业务
1-8-5-1-3-0	东西
1-8-5-1-3-1	丢了
1-8-5-1-3-2	两点
1-8-5-1-3-3	丫头
1-8-5-1-3-4	中介
1-8-5-1-3-5	为了
1-8-5-1-3-6	主宰
1-8-5-1-3-7	主要主要
1-8-5-1-3-8	主题
1-8-5-1-3-9	么么
1-8-5-1-4-0	九点
1-8-5-1-4-1	也有
1-8-5-1-4-2	惯
1-8-5-1-4-3	买个
1-8-5-1-4-4	买了
1-8-5-1-4-5	买的
1-8-5-1-4-6	了吗
1-8-5-1-4-7	了吧
1-8-5-1-4-8	二十
1-8-5-1-4-9	五个
1-8-5-1-5-0	五千
1-8-5-1-5-1	五点
1-8-5-1-5-2	亚瑟
1-8-5-1-5-3	交了
1-8-5-1-5-4	亲爱
1-8-5-1-5-5	什么
1-8-5-1-5-6	什么意思
1-8-5-1-5-7	什么时候
1-8-5-1-5-8	付款
1-8-5-1-5-9	以上
1-8-5-1-6-0	金企业
1-8-5-1-6-1	休息
1-8-5-1-6-2	伤心
1-8-5-1-6-3	你不要
1-8-5-1-6-4	你今天
1-8-5-1-6-5	你们
1-8-5-1-6-6	你俩
1-8-5-1-6-7	你去
1-8-5-1-6-8	你咋知道
1-8-5-1-6-9	你和
1-8-5-1-7-0	你啥时候
1-8-5-1-7-1	你在干嘛
1-8-5-1-7-2	你好
1-8-5-1-7-3	你家
1-8-5-1-7-4	你就
1-8-5-1-7-5	你就是
1-8-5-1-7-6	你有没有
1-8-5-1-7-7	你没有
1-8-5-1-7-8	你玩
1-8-5-1-7-9	你给
1-8-5-1-8-0	你还
1-8-5-1-8-1	你那
1-8-5-1-8-2	便用
1-8-5-1-8-3	便宜
1-8-5-1-8-4	保企保险
1-8-5-1-8-5	做爱
1-8-5-1-8-6	儿歌
1-8-5-1-8-7	六点
1-8-5-1-8-8	关了
1-8-5-1-8-9	关机
1-8-5-1-9-0	关注
1-8-5-1-9-1	关羽
1-8-5-1-9-2	其它
1-8-5-1-9-3	再去
1-8-5-1-9-4	再来
1-8-5-1-9-5	再见
1-8-5-1-9-6	写作业
1-8-5-1-9-7	写完
1-8-5-1-9-8	决定
1-8-5-1-9-9	准备
1-8-5-2-0-0	凉快
1-8-5-2-0-1	减肥
1-8-5-2-0-2	几把
1-8-5-2-0-3	几时
1-8-5-2-0-4	出差
1-8-5-2-0-5	出来了
1-8-5-2-0-6	出院
1-8-5-2-0-7	刚刚
1-8-5-2-0-8	别人
1-8-5-2-0-9	别的
1-8-5-2-1-0	到厂里
1-8-5-2-1-1	到处
1-8-5-2-1-2	到家了
1-8-5-2-1-3	到账
1-8-5-2-1-4	前几天
1-8-5-2-1-5	前面
1-8-5-2-1-6	办理
1-8-5-2-1-7	加我
1-8-5-2-1-8	加班
1-8-5-2-1-9	动态
1-8-5-2-2-0	包邮
1-8-5-2-2-1	半个
1-8-5-2-2-2	卫衣
1-8-5-2-2-3	厉害了
1-8-5-2-2-4	去了
1-8-5-2-2-5	又是
1-8-5-2-2-6	又要
1-8-5-2-2-7	及时
1-8-5-2-2-8	发到
1-8-5-2-2-9	发来
1-8-5-2-3-0	发现
1-8-5-2-3-1	发票
1-8-5-2-3-2	发给
1-8-5-2-3-3	发过来
1-8-5-2-3-4	变形
1-8-5-2-3-5	古南都
1-8-5-2-3-6	另一个
1-8-5-2-3-7	叫你
1-8-5-2-3-8	叫我
1-8-5-2-3-9	可以啊
1-8-5-2-4-0	可以的
1-8-5-2-4-1	可怜
1-8-5-2-4-2	可是
1-8-5-2-4-3	吃饭
1-8-5-2-4-4	同样
1-8-5-2-4-5	名片
1-8-5-2-4-6	吓人
1-8-5-2-4-7	听你
1-8-5-2-4-8	听说
1-8-5-2-4-9	周五
1-8-5-2-5-0	咋样
1-8-5-2-5-1	咳嗽
1-8-5-2-5-2	哈哈哈
1-8-5-2-5-3	哦哦
1-8-5-2-5-4	哪个
1-8-5-2-5-5	啊啊
1-8-5-2-5-6	啊啊啊
1-8-5-2-5-7	啦啦啦
1-8-5-2-5-8	啧啧
1-8-5-2-5-9	啧啧啧
1-8-5-2-6-0	喝水
1-8-5-2-6-1	喝酒
1-8-5-2-6-2	嗯哼
1-8-5-2-6-3	嗷嗷
1-8-5-2-6-4	回去
1-8-5-2-6-5	回复
1-8-5-2-6-6	回我
1-8-5-2-6-7	回来了
1-8-5-2-6-8	在哪里
1-8-5-2-6-9	地方
1-8-5-2-7-0	地铁
1-8-5-2-7-1	坏了
1-8-5-2-7-2	垃圾
1-8-5-2-7-3	型号
1-8-5-2-7-4	墨子
1-8-5-2-7-5	复习
1-8-5-2-7-6	夏天
1-8-5-2-7-7	外套
1-8-5-2-7-8	外面
1-8-5-2-7-9	多久
1-8-5-2-8-0	多大
1-8-5-2-8-1	多长
1-8-5-2-8-2	夜宵
1-8-5-2-8-3	夜班
1-8-5-2-8-4	够了
1-8-5-2-8-5	大家
1-8-5-2-8-6	大约
1-8-5-2-8-7	太累
1-8-5-2-8-8	奥奥
1-8-5-2-8-9	奥特曼
1-8-5-2-9-0	女人
1-8-5-2-9-1	女士
1-8-5-2-9-2	她说
1-8-5-2-9-3	好友
1-8-5-2-9-4	好多
1-8-5-2-9-5	好滴
1-8-5-2-9-6	好点
1-8-5-2-9-7	好的
1-8-5-2-9-8	好看
1-8-5-2-9-9	好看好好看好看好看的
1-8-5-3-0-0	姓名
1-8-5-3-0-1	嫂子
1-8-5-3-0-2	孩子们
1-8-5-3-0-3	安装安装
1-8-5-3-0-4	实在
1-8-5-3-0-5	客气
1-8-5-3-0-6	宫本
1-8-5-3-0-7	害怕
1-8-5-3-0-8	宽松
1-8-5-3-0-9	密密码
1-8-5-3-1-0	对不起
1-8-5-3-1-1	对呀
1-8-5-3-1-2	对我
1-8-5-3-1-3	对面
1-8-5-3-1-4	小孩
1-8-5-3-1-5	小狗
1-8-5-3-1-6	尝试
1-8-5-3-1-7	就差
1-8-5-3-1-8	就怕
1-8-5-3-1-9	就有
1-8-5-3-2-0	就没
1-8-5-3-2-1	就知道
1-8-5-3-2-2	就行
1-8-5-3-2-3	屏幕
1-8-5-3-2-4	工资
1-8-5-3-2-5	差点
1-8-5-3-2-6	师兄
1-8-5-3-2-7	带着
1-8-5-3-2-8	帮我
1-8-5-3-2-9	干啥
1-8-5-3-3-0	干啥干啥呢
1-8-5-3-3-1	干嘛了
1-8-5-3-3-2	干嘛呢
1-8-5-3-3-3	平安
1-8-5-3-3-4	幼儿园
1-8-5-3-3-5	广州
1-8-5-3-3-6	床单
1-8-5-3-3-7	店里
1-8-5-3-3-8	废话
1-8-5-3-3-9	开会
1-8-5-3-4-0	开学
1-8-5-3-4-1	当然
1-8-5-3-4-2	很好
1-8-5-3-4-3	微博
1-8-5-3-4-4	心疼
1-8-5-3-4-5	必须
1-8-5-3-4-6	快手
1-8-5-3-4-7	怀孕
1-8-5-3-4-8	总共
1-8-5-3-4-9	想到
1-8-5-3-5-0	感冒
1-8-5-3-5-1	成长
1-8-5-3-5-2	我也是
1-8-5-3-5-3	我先
1-8-5-3-5-4	我喜欢
1-8-5-3-5-5	我怕
1-8-5-3-5-6	我是
1-8-5-3-5-7	我晚上
1-8-5-3-5-8	我有
1-8-5-3-5-9	我现在
1-8-5-3-6-0	我知道
1-8-5-3-6-1	我给
1-8-5-3-6-2	我自己
1-8-5-3-6-3	我要
1-8-5-3-6-4	我要去
1-8-5-3-6-5	我说
1-8-5-3-6-6	我都
1-8-5-3-6-7	房间
1-8-5-3-6-8	所有
1-8-5-3-6-9	手机
1-8-5-3-7-0	手机壳
1-8-5-3-7-1	手续
1-8-5-3-7-2	打印
1-8-5-3-7-3	打算
1-8-5-3-7-4	找到
1-8-5-3-7-5	把你
1-8-5-3-7-6	把我
1-8-5-3-7-7	投吧
1-8-5-3-7-8	投诉
1-8-5-3-7-9	抽烟
1-8-5-3-8-0	挺好的
1-8-5-3-8-1	控制
1-8-5-3-8-2	推荐推荐
1-8-5-3-8-3	搜索
1-8-5-3-8-4	支付宝
1-8-5-3-8-5	收了
1-8-5-3-8-6	收入
1-8-5-3-8-7	放心
1-8-5-3-8-8	政府
1-8-5-3-8-9	政治
1-8-5-3-9-0	教育
1-8-5-3-9-1	敛声屏气
1-8-5-3-9-2	文字
1-8-5-3-9-3	文明
1-8-5-3-9-4	斗地主
1-8-5-3-9-5	斗鱼
1-8-5-3-9-6	方便
1-8-5-3-9-7	日本
1-8-5-3-9-8	早就
1-8-5-3-9-9	早知道
1-8-5-4-0-0	明白
1-8-5-4-0-1	星星
1-8-5-4-0-2	昨天
1-8-5-4-0-3	是不是
1-8-5-4-0-4	是个
1-8-5-4-0-5	是啊
1-8-5-4-0-6	是我
1-8-5-4-0-7	晚上好
1-8-5-4-0-8	普通
1-8-5-4-0-9	有了
1-8-5-4-1-0	有些
1-8-5-4-1-1	有啥
1-8-5-4-1-2	有教程
1-8-5-4-1-3	有木有
1-8-5-4-1-4	有没
1-8-5-4-1-5	有没有
1-8-5-4-1-6	有病
1-8-5-4-1-7	有的
1-8-5-4-1-8	有钱
1-8-5-4-1-9	服装
1-8-5-4-2-0	木马
1-8-5-4-2-1	本来
1-8-5-4-2-2	条件条件
1-8-5-4-2-3	来个
1-8-5-4-2-4	来呀
1-8-5-4-2-5	极限
1-8-5-4-2-6	果冻果冻屏
1-8-5-4-2-7	柜子
1-8-5-4-2-8	标准
1-8-5-4-2-9	梦梦到
1-8-5-4-3-0	榴莲
1-8-5-4-3-1	模式
1-8-5-4-3-2	模拟
1-8-5-4-3-3	欧美
1-8-5-4-3-4	歌曲
1-8-5-4-3-5	每个人
1-8-5-4-3-6	比我
1-8-5-4-3-7	比赛
1-8-5-4-3-8	毕业
1-8-5-4-3-9	汽车
1-8-5-4-4-0	沙发
1-8-5-4-4-1	没写
1-8-5-4-4-2	没意思
1-8-5-4-4-3	没毛病
1-8-5-4-4-4	没用
1-8-5-4-4-5	没电
1-8-5-4-4-6	没电了
1-8-5-4-4-7	没看
1-8-5-4-4-8	没空
1-8-5-4-4-9	治疗
1-8-5-4-5-0	洗澡
1-8-5-4-5-1	活该
1-8-5-4-5-2	游戏
1-8-5-4-5-3	激情
1-8-5-4-5-4	火车
1-8-5-4-5-5	点击
1-8-5-4-5-6	烧烤
1-8-5-4-5-7	热死
1-8-5-4-5-8	热水
1-8-5-4-5-9	然而
1-8-5-4-6-0	煞笔
1-8-5-4-6-1	照顾
1-8-5-4-6-2	爱你
1-8-5-4-6-3	物理
1-8-5-4-6-4	玩吧
1-8-5-4-6-5	球球
1-8-5-4-6-6	生日快乐
1-8-5-4-6-7	生活
1-8-5-4-6-8	申请
1-8-5-4-6-9	电信
1-8-5-4-7-0	电梯
1-8-5-4-7-1	电脑
1-8-5-4-7-2	男的
1-8-5-4-7-3	男神
1-8-5-4-7-4	盒子
1-8-5-4-7-5	看完
1-8-5-4-7-6	看我
1-8-5-4-7-7	眼睛
1-8-5-4-7-8	睡了
1-8-5-4-7-9	睡吧
1-8-5-4-8-0	睡觉
1-8-5-4-8-1	睡醒
1-8-5-4-8-2	知道
1-8-5-4-8-3	神经
1-8-5-4-8-4	移动
1-8-5-4-8-5	穿的
1-8-5-4-8-6	端午节
1-8-5-4-8-7	第二天
1-8-5-4-8-8	等会
1-8-5-4-8-9	等等等到
1-8-5-4-9-0	等着
1-8-5-4-9-1	答案
1-8-5-4-9-2	粉丝
1-8-5-4-9-3	系统
1-8-5-4-9-4	纠结
1-8-5-4-9-5	约吧
1-8-5-4-9-6	纹身
1-8-5-4-9-7	结果
1-8-5-4-9-8	绝望
1-8-5-4-9-9	网站
1-8-5-5-0-0	美国
1-8-5-5-0-1	美女
1-8-5-5-0-2	羡慕
1-8-5-5-0-3	群主
1-8-5-5-0-4	老乡
1-8-5-5-0-5	老公
1-8-5-5-0-6	考试
1-8-5-5-0-7	而且
1-8-5-5-0-8	聊天
1-8-5-5-0-9	聊聊
1-8-5-5-1-0	职业
1-8-5-5-1-1	胖
1-8-5-5-1-2	胜利村
1-8-5-5-1-3	能力
1-8-5-5-1-4	舅妈
1-8-5-5-1-5	节奏
1-8-5-5-1-6	节日
1-8-5-5-1-7	芒果
1-8-5-5-1-8	英文
1-8-5-5-1-9	草莓
1-8-5-5-2-0	蔡文姬
1-8-5-5-2-1	薛之谦
1-8-5-5-2-2	袋子
1-8-5-5-2-3	袜子
1-8-5-5-2-4	西安
1-8-5-5-2-5	要哪
1-8-5-5-2-6	要的
1-8-5-5-2-7	讨厌
1-8-5-5-2-8	让他
1-8-5-5-2-9	记得
1-8-5-5-3-0	设计
1-8-5-5-3-1	说下
1-8-5-5-3-2	说了
1-8-5-5-3-3	说什么
